Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD12375,22-12-2023,28-12-2023,CUST8962,Jonathan Avery,Consumer,PROD50711,File Folder,Office Supplies,South,Arkansas,South Nicholas,4,4816,0,19264,14691.59,4572.41,Credit Card,Delivered,"Campbell, Sanford and Smith",egrimes@wright.com,34,No,0
ORD12376,11-07-2025,14-07-2025,CUST9738,Ryan French,Home Office,PROD35983,Cooking Oil,Glocery,North,Connecticut,East Susan,7,846,20,4737.6,3495.7,1241.9,UPI,Delivered,Bennett-Hensley,crawfordamanda@flores.com,29,No,0
ORD12377,14-01-2024,21-01-2024,CUST9682,Kelli Hernandez,Corporate,PROD51952,Laptop,Electronics,North,Connecticut,Port Steven,8,3024,5,22982.4,17343.87,5638.53,Credit Card,returned,Martin Ltd,kadams@smith.com,16,No,0
ORD12378,22-05-2024,25-05-2024,CUST6722,James Lewis,Corporate,PROD73616,Sugar,Glocery,East,Idaho,Whitneyhaven,3,544,10,1468.8,1266.22,202.58,Credit Card,Pending,Wright-Collins,blankenshiprobin@rich-washington.com,41,No,0
ORD12379,14-08-2025,15-08-2025,CUST9177,Jeremy Gray,Corporate,PROD10924,Dining Table,Furniture,South,South Carolina,Adamport,7,535,5,3557.75,2443.39,1114.36,UPI,Pending,"Morgan, Carroll and Byrd",wolfejennifer@smith-harmon.com,32,No,0
ORD12380,03-10-2025,10-10-2025,CUST8156,Hector Jones,Consumer,PROD32240,Pen,Office Supplies,South,Florida,Lake Eric,6,3748,5,21363.6,17198.77,4164.83,Cash,Pending,"Jackson, Jones and Tucker",tiffany46@johnson.org,2,Yes,39
ORD12381,09-07-2025,16-07-2025,CUST4791,Diane Henson,Corporate,PROD20124,Juice Pack,Glocery,West,Iowa,Tinaton,3,2150,20,5160,3727.7,1432.3,Credit Card,returned,Simpson and Sons,mmontgomery@rodriguez-obrien.org,50,No,0
ORD12382,24-10-2024,29-10-2024,CUST8628,Christopher Mathis,Corporate,PROD90731,Sugar,Glocery,South,New Jersey,South Brendanside,6,3858,5,21990.6,13480.72,8509.88,UPI,Delivered,Montgomery Group,matthewperkins@thomas-mcdonald.net,16,No,0
ORD12383,29-05-2025,05-06-2025,CUST2845,Randall Anthony,Consumer,PROD48247,Stapler,Office Supplies,East,New Jersey,Rebekahton,7,1029,5,6842.85,5508.48,1334.37,Credit Card,Pending,"Williams, Fleming and Brown",melaniebullock@gross.org,8,Yes,22
ORD12384,17-11-2024,21-11-2024,CUST5231,David Perez,Consumer,PROD28765,Office Chair,Furniture,West,South Carolina,Russellhaven,3,507,0,1521,1320.98,200.02,UPI,Cancelled,"Phillips, Guerra and Nash",timothy98@blanchard-barrett.biz,6,Yes,39
ORD12385,24-02-2025,28-02-2025,CUST4052,Shannon Harris,Home Office,PROD47466,Sugar,Glocery,North,Indiana,Nicolebury,3,3080,15,7854,6876.88,977.12,Credit Card,returned,Cummings-Reynolds,creese@cooper-smith.org,36,No,0
ORD12386,12-11-2024,13-11-2024,CUST8088,Robert Crawford,Corporate,PROD59382,Dining Table,Furniture,East,Alaska,Wallview,8,1352,5,10275.2,7917.51,2357.69,UPI,Cancelled,Cortez Group,matthew89@george-blair.com,1,Yes,26
ORD12387,19-01-2025,20-01-2025,CUST4091,Carlos White,Home Office,PROD22925,Monitor,Electronics,West,Mississippi,New James,8,2046,10,14731.2,10253.04,4478.16,Cash,Pending,"Park, Cole and Davidson",ocarter@kennedy.com,32,No,0
ORD12388,15-02-2025,19-02-2025,CUST5596,Samuel Le,Corporate,PROD59440,Bookshelf,Furniture,West,South Dakota,New Amyfurt,5,1065,20,4260,3140.07,1119.93,Credit Card,returned,Reynolds and Sons,evan60@shepherd.com,23,No,0
ORD12389,18-10-2024,23-10-2024,CUST5652,Michael Romero,Consumer,PROD88670,Juice Pack,Glocery,North,Connecticut,Hickston,1,2185,15,1857.25,1434.22,423.03,Credit Card,Pending,"Maxwell, Davis and Nguyen",hughesolivia@lewis-freeman.com,17,No,0
ORD12390,19-03-2024,26-03-2024,CUST5447,Douglas Dickson,Consumer,PROD20096,Rice Bag,Glocery,South,Massachusetts,Debrastad,9,3921,10,31760.1,22248.61,9511.49,Net Banking,Pending,Lee-Vasquez,earl29@yang.com,17,No,0
ORD12391,21-06-2024,27-06-2024,CUST6327,Catherine Summers,Corporate,PROD36713,File Folder,Office Supplies,West,Idaho,Sarahburgh,10,2017,20,16136,11459.87,4676.13,UPI,Cancelled,"Wong, Burgess and Holmes",james95@salinas.com,37,No,0
ORD12392,01-05-2025,02-05-2025,CUST5916,Kimberly Smith,Consumer,PROD15439,Dining Table,Furniture,North,Indiana,East Matthew,2,2100,20,3360,2095.4,1264.6,Credit Card,Pending,"Hernandez, Taylor and Sampson",nicole95@kennedy.info,20,No,0
ORD12393,08-04-2024,10-04-2024,CUST4727,Connor Rasmussen MD,Corporate,PROD74481,Stapler,Office Supplies,West,Colorado,Bakerland,5,4481,15,19044.25,13804.41,5239.84,UPI,returned,"Davis, Meyer and Thompson",elee@maxwell.com,49,No,0
ORD12394,03-09-2024,10-09-2024,CUST3309,Anne Gould,Corporate,PROD98279,Notebook,Office Supplies,East,South Carolina,West Gregoryville,1,3978,5,3779.1,3329.62,449.48,Cash,Cancelled,Crawford LLC,chandlersandy@morris-little.com,11,No,0
ORD12395,03-11-2023,09-11-2023,CUST1522,Kathleen Thompson,Corporate,PROD24845,Pen,Office Supplies,West,Texas,Ryanville,10,555,20,4440,3743.08,696.92,UPI,Cancelled,Stewart-Ball,gmarks@davis.info,4,Yes,38
ORD12396,26-05-2024,02-06-2024,CUST1090,Dennis Gill,Corporate,PROD96148,Sofa,Furniture,East,Georgia,Hansontown,3,1788,5,5095.8,3732.98,1362.82,Credit Card,Cancelled,"Dixon, Elliott and Jones",hillrobert@wilkinson-scott.info,20,No,0
ORD12397,04-01-2024,11-01-2024,CUST2112,Alexa Werner,Consumer,PROD67374,Sugar,Glocery,West,Florida,West Michael,3,4040,5,11514,8285.28,3228.72,Cash,returned,Phillips Ltd,paynerebecca@hatfield.org,42,No,0
ORD12398,15-04-2025,21-04-2025,CUST8212,Bobby Russell,Corporate,PROD26623,Office Chair,Furniture,West,Minnesota,North Michellefort,2,3506,10,6310.8,5549.56,761.24,UPI,Pending,Thomas and Sons,zachary24@bright-evans.com,21,No,0
ORD12399,17-03-2025,20-03-2025,CUST4096,Ronald Hall,Corporate,PROD43985,Laptop,Electronics,South,Texas,Noahchester,1,4572,10,4114.8,3249.57,865.23,UPI,returned,Powell-Riley,deborah01@estes-dean.org,3,Yes,26
ORD12400,08-07-2024,10-07-2024,CUST9767,Hannah Anderson,Home Office,PROD12933,Sugar,Glocery,East,Iowa,Port David,4,1547,10,5569.2,4576.33,992.87,UPI,returned,Velez and Sons,zgarcia@walker-hayes.com,36,No,0
ORD12401,16-12-2023,20-12-2023,CUST4055,Nicholas Howard,Corporate,PROD47835,Laptop,Electronics,West,Georgia,Tammyview,1,1605,15,1364.25,1150.08,214.17,Net Banking,returned,Monroe LLC,bcowan@jones.com,3,Yes,24
ORD12402,18-10-2025,22-10-2025,CUST4198,Jared Rogers,Consumer,PROD31208,Study Table,Furniture,North,Alaska,Simonview,10,4013,20,32104,25371.63,6732.37,Cash,Pending,Orr-Phillips,christopher46@burns-clark.com,40,No,0
ORD12403,15-12-2023,17-12-2023,CUST7755,Ashley Roman,Consumer,PROD53443,Pen,Office Supplies,South,Massachusetts,Josephmouth,3,2147,5,6118.95,3947.66,2171.29,UPI,returned,"Evans, Garrison and Morris",rford@wilkerson.info,47,No,0
ORD12404,02-07-2025,03-07-2025,CUST8707,Vanessa Johnson,Corporate,PROD48508,Office Chair,Furniture,East,Wisconsin,North Kyleborough,4,4206,0,16824,13054.68,3769.32,UPI,returned,Baker Ltd,michelle32@davidson.com,7,Yes,46
ORD12405,28-03-2024,01-04-2024,CUST5673,Amy Oconnell,Corporate,PROD78641,Office Chair,Furniture,South,Nevada,New David,4,3643,15,12386.2,10538.02,1848.18,Cash,Pending,"Church, York and Medina",jasonwilson@smith.com,25,No,0
ORD12406,25-01-2025,29-01-2025,CUST4386,Philip Oconnell,Corporate,PROD19696,Dining Table,Furniture,East,California,Garciaview,8,2058,5,15640.8,13926.65,1714.15,Net Banking,Pending,Bishop Group,tterry@anderson-jones.info,26,No,0
ORD12407,15-12-2023,21-12-2023,CUST4104,Tyler Adams,Home Office,PROD60741,Laptop,Electronics,North,South Carolina,North Robertview,9,3642,10,29500.2,19452.23,10047.97,Cash,Cancelled,Wright-Sparks,joshua46@nelson.com,48,No,0
ORD12408,10-09-2024,11-09-2024,CUST9225,Jennifer Rodgers,Home Office,PROD99597,Headphone,Electronics,South,Georgia,East James,3,3727,10,10062.9,6104.01,3958.89,Credit Card,returned,Mason-Barnes,lauren45@rivera.net,20,No,0
ORD12409,22-04-2025,28-04-2025,CUST1889,Brian Kaufman,Corporate,PROD15877,Calculator,Office Supplies,South,Missouri,Graychester,4,2074,15,7051.6,4459.67,2591.93,Net Banking,Pending,Kelley-Rowland,jack23@glover-thomas.com,7,Yes,23
ORD12410,21-04-2025,23-04-2025,CUST9564,David Lynch,Corporate,PROD14234,Sugar,Glocery,North,Kentucky,Lake Gloria,9,2213,10,17925.3,14878.36,3046.94,Credit Card,returned,"Hudson, Watkins and Foster",joshuaarnold@wood-james.net,13,No,0
ORD12411,10-08-2024,13-08-2024,CUST7241,Alex Riley,Consumer,PROD84498,Mouse,Electronics,East,Hawaii,Susanmouth,2,3369,20,5390.4,3664.61,1725.79,UPI,returned,Taylor-Hoffman,portermichael@brooks.com,18,No,0
ORD12412,22-04-2024,26-04-2024,CUST7431,Mary Ortega,Corporate,PROD44551,Dining Table,Furniture,South,Washington,Kevinberg,4,3391,10,12207.6,7443.55,4764.05,Credit Card,Pending,"Bryan, Anderson and Brown",hayesrebecca@waller.org,6,Yes,33
ORD12413,14-09-2025,19-09-2025,CUST2810,Lisa Guerrero,Home Office,PROD19969,Pen,Office Supplies,North,Alaska,East Edwardview,3,2025,20,4860,3780.25,1079.75,UPI,Cancelled,Tucker LLC,mariahjoseph@crawford.org,47,No,0
ORD12414,24-07-2025,26-07-2025,CUST7528,Evan Olson,Home Office,PROD12651,Pen,Office Supplies,East,California,West Lisaburgh,10,4357,10,39213,30808.2,8404.8,UPI,returned,Cooper Ltd,donaldhobbs@vaughn-richardson.com,39,No,0
ORD12415,22-02-2025,28-02-2025,CUST8654,Paul Medina,Home Office,PROD11815,Monitor,Electronics,East,Missouri,Port Thomasside,1,4518,10,4066.2,3316.42,749.78,Credit Card,Delivered,"Campbell, Greene and Clarke",richardheather@mayo.info,15,No,0
ORD12416,03-04-2024,07-04-2024,CUST1956,Jonathan Cooper,Home Office,PROD49769,Calculator,Office Supplies,East,Delaware,Sarahburgh,9,476,20,3427.2,3059.11,368.09,UPI,Pending,"Bullock, Hunter and Walker",santanapeter@alexander.com,8,Yes,20
ORD12417,18-08-2024,23-08-2024,CUST3857,Vincent Murphy,Corporate,PROD13311,Sofa,Furniture,North,North Dakota,Walkerburgh,10,257,5,2441.5,2124.66,316.84,Net Banking,Cancelled,Lewis-Hanson,jstephens@walker.com,23,No,0
ORD12418,31-12-2023,07-01-2024,CUST5395,Alisha Newman,Consumer,PROD49481,Pen,Office Supplies,West,Wisconsin,Terranceport,3,609,10,1644.3,1062.63,581.67,UPI,Pending,King-Hernandez,saguilar@gross-copeland.info,8,Yes,50
ORD12419,17-08-2024,23-08-2024,CUST4402,Paul Howell,Home Office,PROD78367,Office Chair,Furniture,East,Wisconsin,Lake Chelsey,3,4607,10,12438.9,7531.22,4907.68,Net Banking,Pending,"Hernandez, Williams and Morales",ghood@white.com,19,No,0
ORD12420,16-11-2023,20-11-2023,CUST3427,Lori Ibarra,Consumer,PROD95791,Pen,Office Supplies,North,Wisconsin,Joshuamouth,2,4510,10,8118,5047.77,3070.23,Cash,returned,"Burns, Brown and Ewing",william81@perry.biz,23,No,0
ORD12421,24-04-2025,30-04-2025,CUST8940,Taylor Gallegos,Consumer,PROD54257,File Folder,Office Supplies,South,New Mexico,North Loriville,10,4418,5,41971,30503.67,11467.33,UPI,Delivered,Kelly and Sons,elizabeth94@griffin-davis.net,36,No,0
ORD12422,20-03-2025,22-03-2025,CUST2995,Austin Scott,Home Office,PROD19948,Sofa,Furniture,East,Delaware,New Elijah,1,1918,0,1918,1558.1,359.9,UPI,Pending,Watson Group,triley@ayers.net,31,No,0
ORD12423,19-08-2024,25-08-2024,CUST1129,Larry Rogers,Corporate,PROD59914,Headphone,Electronics,West,Vermont,West Michaelchester,4,4738,20,15161.6,10351.65,4809.95,Net Banking,Cancelled,Beard-Mason,evelyn90@taylor-smith.com,12,No,0
ORD12424,19-05-2025,21-05-2025,CUST3533,Kevin Williams,Corporate,PROD22488,Calculator,Office Supplies,South,Iowa,Hayesville,5,1423,0,7115,5377,1738,Net Banking,Cancelled,Martinez Inc,htodd@pacheco-sanchez.com,34,No,0
ORD12425,19-06-2025,22-06-2025,CUST5202,Kendra Allen,Home Office,PROD17533,Bookshelf,Furniture,East,Mississippi,Reyesberg,9,758,20,5457.6,4833.54,624.06,UPI,returned,"White, Zimmerman and Smith",rebeccamullen@soto.info,32,No,0
ORD12426,10-11-2024,17-11-2024,CUST3836,Scott Hamilton,Corporate,PROD20178,File Folder,Office Supplies,East,Tennessee,New Alyssa,5,1517,20,6068,3992.63,2075.37,Cash,Delivered,Reynolds PLC,marissa69@soto.com,28,No,0
ORD12427,08-04-2025,15-04-2025,CUST3272,Cory Hernandez,Consumer,PROD11894,Dining Table,Furniture,West,Nevada,North Amanda,1,195,15,165.75,148.01,17.74,Net Banking,Cancelled,"Ford, Stuart and Rodriguez",john09@lyons.com,47,No,0
ORD12428,19-07-2025,23-07-2025,CUST5682,Amy Vargas,Consumer,PROD49476,Monitor,Electronics,South,Alaska,Port Rachel,8,605,20,3872,3149.91,722.09,UPI,Pending,"Fuentes, Thomas and Hunt",myersdavid@snyder.info,30,No,0
ORD12429,23-10-2024,28-10-2024,CUST4659,Matthew Howard,Corporate,PROD34462,Snacks,Glocery,West,Arizona,Kyleshire,6,3596,0,21576,17353.25,4222.75,UPI,returned,James Ltd,allentaylor@garcia.info,43,No,0
ORD12430,21-05-2024,27-05-2024,CUST5335,Michele Ramsey,Corporate,PROD61252,Pen,Office Supplies,South,Washington,Wattsmouth,6,2023,10,10924.2,7180.37,3743.83,Cash,Delivered,Gallegos-Castro,thorntonpatrick@gonzalez-henderson.net,17,No,0
ORD12431,14-05-2024,17-05-2024,CUST5036,Peter Bryant,Consumer,PROD69642,Office Chair,Furniture,South,California,East Dennis,10,1405,5,13347.5,11847.56,1499.94,Credit Card,Pending,Gray Inc,markrios@hernandez-pitts.net,35,No,0
ORD12432,06-08-2024,12-08-2024,CUST9436,Alan Rivera Jr.,Consumer,PROD52694,Bookshelf,Furniture,North,Connecticut,Whitestad,2,1031,5,1958.9,1276.05,682.85,UPI,Cancelled,Davis Ltd,lisa72@barnes.net,11,No,0
ORD12433,22-12-2023,25-12-2023,CUST7754,Michelle Swanson,Consumer,PROD98756,Headphone,Electronics,West,Indiana,Pereztown,6,3225,15,16447.5,12638.44,3809.06,Cash,Pending,"Malone, Dixon and Joseph",meghan69@kim.com,7,Yes,37
ORD12434,15-12-2023,18-12-2023,CUST1982,Jamie Richard,Home Office,PROD65122,Headphone,Electronics,North,Virginia,Lake Sabrina,2,2722,20,4355.2,3102.36,1252.84,UPI,Delivered,"Buchanan, Guzman and Torres",curtisdurham@wells-gonzales.com,46,No,0
ORD12435,21-08-2025,27-08-2025,CUST6808,Brittany Schmidt,Corporate,PROD73810,Snacks,Glocery,South,Rhode Island,Lake Roychester,10,1796,10,16164,13150.6,3013.4,Net Banking,Delivered,"Allen, Bradshaw and Jackson",jennifer62@morgan.com,38,No,0
ORD12436,26-03-2025,31-03-2025,CUST7737,Dawn Hughes,Home Office,PROD16455,Laptop,Electronics,East,Mississippi,South Jennifer,3,1548,0,4644,2823.32,1820.68,UPI,returned,Mitchell and Sons,amanda84@ramirez.com,31,No,0
ORD12437,16-02-2025,21-02-2025,CUST8209,Leslie Hoover,Consumer,PROD97023,Sofa,Furniture,North,Virginia,Jacobmouth,1,4814,5,4573.3,3560,1013.3,Net Banking,Delivered,"Jones, Garcia and Garcia",lucas00@martinez.com,5,Yes,20
ORD12438,25-02-2025,03-03-2025,CUST5998,Sandra Coleman,Home Office,PROD20362,Bookshelf,Furniture,South,New York,Port Crystal,7,2060,20,11536,8927.43,2608.57,Net Banking,Pending,Harris-Williams,gwilliams@snyder-randall.info,14,No,0
ORD12439,07-09-2024,08-09-2024,CUST6434,Jessica West,Consumer,PROD28565,Rice Bag,Glocery,South,Nebraska,Raystad,7,2587,10,16298.1,11671.61,4626.49,UPI,returned,Vargas PLC,hollowaymichelle@marquez.info,25,No,0
ORD12440,17-09-2024,18-09-2024,CUST5987,Carlos Herrera,Home Office,PROD90396,File Folder,Office Supplies,North,New Jersey,Calebview,6,3146,15,16044.6,10628.46,5416.14,UPI,Pending,Jacobs-Riley,ereed@anderson.com,18,No,0
ORD12441,16-01-2024,19-01-2024,CUST6980,Donna Stephens,Corporate,PROD40279,Headphone,Electronics,North,Kansas,North Travisshire,10,405,20,3240,2146.36,1093.64,Credit Card,Delivered,Sanchez and Sons,crosbyantonio@fox.com,47,No,0
ORD12442,18-10-2024,20-10-2024,CUST6357,Kimberly Valdez,Corporate,PROD60038,Rice Bag,Glocery,East,Washington,Graveshaven,8,2667,10,19202.4,14748.71,4453.69,Net Banking,Delivered,Fowler and Sons,wjohnston@lopez.biz,24,No,0
ORD12443,10-11-2024,11-11-2024,CUST7548,Katrina Williams,Consumer,PROD51252,Sofa,Furniture,West,New York,North David,5,3403,15,14462.75,8880.15,5582.6,Net Banking,returned,Porter Inc,charlottegonzales@zamora-conner.com,8,Yes,32
ORD12444,27-03-2025,28-03-2025,CUST9830,Mary Adams,Home Office,PROD89150,Dining Table,Furniture,South,Kentucky,West Evan,1,4134,0,4134,3527.84,606.16,Cash,Delivered,Kim Inc,christopher23@garza.com,1,Yes,24
ORD12445,23-05-2025,24-05-2025,CUST3014,David Ferguson,Consumer,PROD55468,Dining Table,Furniture,South,Oklahoma,Michelleshire,6,1419,10,7662.6,5454.7,2207.9,Credit Card,returned,"Morales, Cox and Bullock",michaelwalker@cooper.com,50,No,0
ORD12446,23-09-2024,25-09-2024,CUST1362,Grace Vargas,Consumer,PROD23136,Calculator,Office Supplies,East,Idaho,Sarahport,5,3081,15,13094.25,7966.94,5127.31,Credit Card,Delivered,"Ortiz, Nielsen and Nicholson",gbrown@hall.com,24,No,0
ORD12447,14-10-2025,20-10-2025,CUST7678,Barbara Henry,Corporate,PROD18153,Juice Pack,Glocery,West,Kansas,Smithshire,10,1965,15,16702.5,13651.35,3051.15,Net Banking,returned,"Jackson, Bowen and Banks",fgeorge@banks-ayers.com,40,No,0
ORD12448,18-08-2025,19-08-2025,CUST2737,Ashley Gonzalez,Home Office,PROD83294,Office Chair,Furniture,South,Virginia,South Katherineberg,9,1079,5,9225.45,5762.94,3462.51,Credit Card,Cancelled,Smith-Campbell,josephholt@schmitt.com,19,No,0
ORD12449,25-09-2024,29-09-2024,CUST6405,Michael Mcclain,Corporate,PROD23340,Keyboard,Electronics,North,Oklahoma,Lake Kylemouth,2,4844,15,8234.8,5071.45,3163.35,Cash,Delivered,"Park, Potts and Wright",mark77@jones-davis.net,48,No,0
ORD12450,05-05-2024,12-05-2024,CUST6701,Kimberly Smith,Corporate,PROD58797,Office Chair,Furniture,South,Kansas,New Daniel,6,3034,15,15473.4,12639.74,2833.66,Net Banking,Pending,"Wright, Evans and Chapman",rogerhaas@dunn.com,30,No,0
ORD12451,25-12-2023,31-12-2023,CUST1794,Scott Delgado,Home Office,PROD10528,Notebook,Office Supplies,East,Florida,Smithville,8,1699,5,12912.4,11568.38,1344.02,Credit Card,Pending,"Parker, Santos and Williams",brent89@curtis.net,49,No,0
ORD12452,06-06-2024,12-06-2024,CUST7278,Mr. Brian Jones MD,Consumer,PROD72413,Laptop,Electronics,East,California,West Stevefurt,7,3143,10,19800.9,13714.6,6086.3,Net Banking,Delivered,Price-Hampton,erin71@alexander-nguyen.com,13,No,0
ORD12453,25-04-2025,01-05-2025,CUST2455,Tamara Higgins,Consumer,PROD94078,Headphone,Electronics,East,Vermont,Williamsontown,6,1893,0,11358,9625.15,1732.85,Cash,Pending,Ramirez-Tran,kjames@brooks.net,8,Yes,44
ORD12454,20-10-2025,26-10-2025,CUST6028,Stephen Grant,Consumer,PROD95428,Laptop,Electronics,West,Oklahoma,Fernandezhaven,5,2045,5,9713.75,8538.19,1175.56,UPI,Cancelled,Fields-Lynch,paul09@higgins.biz,41,No,0
ORD12455,22-03-2024,24-03-2024,CUST7307,Matthew Evans,Consumer,PROD73618,Laptop,Electronics,North,Wisconsin,East Jordanshire,6,2157,15,11000.7,8908.73,2091.97,Cash,Pending,Davis-Mason,frojas@simmons-lawrence.com,11,No,0
ORD12456,26-05-2025,29-05-2025,CUST4599,Brooke Cox DVM,Consumer,PROD56404,Snacks,Glocery,East,Michigan,North Stephaniefort,2,1116,0,2232,1765.13,466.87,Credit Card,Delivered,"Clark, Young and Rivera",joneskatherine@chase.net,37,No,0
ORD12457,06-11-2024,07-11-2024,CUST4049,Dawn Lutz,Consumer,PROD88958,Monitor,Electronics,East,New York,Stevenburgh,4,2252,20,7206.4,4796.44,2409.96,UPI,Delivered,Stafford-Hernandez,bishopjames@herrera.biz,19,No,0
ORD12458,01-04-2025,08-04-2025,CUST5467,Mary Phillips,Corporate,PROD95824,Mouse,Electronics,East,Maine,South Angela,4,1133,5,4305.4,2827.35,1478.05,Credit Card,returned,Stokes LLC,cheryllucero@greene-johnson.biz,17,No,0
ORD12459,16-02-2025,22-02-2025,CUST5138,Patricia Carter,Corporate,PROD43789,Sugar,Glocery,East,Pennsylvania,Nancybury,3,4136,5,11787.6,8633.5,3154.1,Credit Card,returned,Pace-Stafford,steven71@woodward.org,8,Yes,33
ORD12460,10-12-2023,14-12-2023,CUST4288,Sean Chen,Corporate,PROD62275,Laptop,Electronics,North,New Mexico,East Justinmouth,4,4906,10,17661.6,15242.78,2418.82,Cash,Delivered,Shannon LLC,smithheather@stone.com,16,No,0
ORD12461,07-08-2025,12-08-2025,CUST7183,Thomas Gordon,Home Office,PROD79968,Rice Bag,Glocery,North,Iowa,West Jessica,7,1421,0,9947,8041.96,1905.04,Credit Card,Cancelled,Lawson-Holmes,kimberly72@fernandez.com,14,No,0
ORD12462,31-12-2023,01-01-2024,CUST9081,Crystal Shaw,Consumer,PROD43770,Snacks,Glocery,West,Pennsylvania,Russellmouth,7,3670,15,21836.5,17852.18,3984.32,Cash,Pending,Sanchez-Jordan,howarddevin@ruiz-martin.com,2,Yes,46
ORD12463,26-11-2023,30-11-2023,CUST2517,Billy Petersen,Consumer,PROD35037,Stapler,Office Supplies,East,Nebraska,Parkerchester,7,336,10,2116.8,1485.46,631.34,Credit Card,Pending,"Washington, Grimes and Bowman",brian77@morrison.com,44,No,0
ORD12464,31-10-2024,04-11-2024,CUST1395,Ray Harris,Consumer,PROD39699,Monitor,Electronics,North,Kentucky,Robertborough,4,372,10,1339.2,1151.09,188.11,Credit Card,Pending,"Jackson, Ford and Scott",zlee@johnson.org,44,No,0
ORD12465,28-09-2024,29-09-2024,CUST9198,Keith Lopez,Corporate,PROD92029,Monitor,Electronics,South,Idaho,Port Brian,5,1155,15,4908.75,3829.59,1079.16,UPI,Cancelled,"Hoover, Andrews and Vaughan",shannonnelson@rivas.com,41,No,0
ORD12466,06-05-2025,09-05-2025,CUST2603,Sabrina Rodriguez,Consumer,PROD30073,Pen,Office Supplies,West,Wisconsin,Johnland,2,1729,20,2766.4,2156.94,609.46,Credit Card,returned,"Arroyo, Johnson and Huffman",jamesmichael@ewing.com,2,Yes,40
ORD12467,17-09-2025,21-09-2025,CUST3846,Tara Stanley,Corporate,PROD89371,Mouse,Electronics,South,Oklahoma,Melissaland,4,3870,0,15480,13006.82,2473.18,Net Banking,Delivered,West Group,duncancindy@edwards-cortez.com,3,Yes,47
ORD12468,27-12-2024,30-12-2024,CUST2568,Nathan Stanley,Home Office,PROD57435,Sofa,Furniture,West,Wisconsin,Marshallshire,10,341,5,3239.5,2533.47,706.03,Credit Card,Delivered,Williams-Martin,ylittle@miles-webb.com,49,No,0
ORD12469,30-12-2023,06-01-2024,CUST3472,Travis Knapp,Corporate,PROD98835,Headphone,Electronics,North,Colorado,New Larryton,3,2002,10,5405.4,3279.37,2126.03,Credit Card,Pending,Johnson-Alexander,morgankaren@miller-reyes.info,31,No,0
ORD12470,07-03-2025,12-03-2025,CUST3895,Timothy Cruz,Home Office,PROD20509,Bookshelf,Furniture,South,Indiana,Lake Susan,9,3329,15,25466.85,17333.89,8132.96,Cash,returned,"Gordon, Wilson and Thompson",willisariel@jackson.com,50,No,0
ORD12471,10-07-2025,12-07-2025,CUST3489,Justin Hancock,Corporate,PROD10840,Calculator,Office Supplies,East,Alabama,Lake Michael,4,219,10,788.4,702.56,85.84,Net Banking,Cancelled,Jacobs-Davenport,swallace@rowland-fowler.com,8,Yes,30
ORD12472,12-02-2024,18-02-2024,CUST7083,David Middleton,Consumer,PROD72734,Juice Pack,Glocery,South,New Jersey,Port Robertmouth,10,2184,15,18564,13829.61,4734.39,Cash,Pending,"Bean, Dixon and Mckee",hillhaley@keith.com,18,No,0
ORD12473,17-11-2023,20-11-2023,CUST4704,Heather Cobb,Consumer,PROD44884,Bookshelf,Furniture,South,Missouri,Lake Katherineshire,9,3557,10,28811.7,24520.53,4291.17,Cash,Cancelled,"Cook, Aguirre and Gray",hperry@freeman.com,0,Yes,31
ORD12474,09-04-2025,15-04-2025,CUST1234,Mr. Patrick Rich,Consumer,PROD85324,File Folder,Office Supplies,West,Illinois,West Sarah,1,2134,5,2027.3,1686.16,341.14,Net Banking,Cancelled,Jensen Group,markmaxwell@pennington.biz,7,Yes,29
ORD12475,24-12-2024,28-12-2024,CUST7324,Kathryn Garcia,Home Office,PROD83762,Cooking Oil,Glocery,West,South Dakota,Bishopbury,2,3597,5,6834.3,4310.95,2523.35,UPI,Delivered,Monroe PLC,pearsontimothy@ball-dodson.com,26,No,0
ORD12476,30-10-2023,31-10-2023,CUST5369,Sean Potter,Home Office,PROD18359,Calculator,Office Supplies,South,Louisiana,Ericville,10,2218,20,17744,11896.53,5847.47,Net Banking,Pending,"Cain, Swanson and Dunn",ojohnson@lewis.com,25,No,0
ORD12477,13-12-2023,16-12-2023,CUST9672,Ms. Melanie Hickman,Home Office,PROD49012,Pen,Office Supplies,South,West Virginia,Bellview,2,961,0,1922,1218.24,703.76,Cash,returned,Beck-Cox,hardykyle@castillo-farmer.biz,2,Yes,44
ORD12478,06-11-2023,10-11-2023,CUST9845,Frank Marshall Jr.,Home Office,PROD28871,Rice Bag,Glocery,East,Oregon,Jessicaborough,1,1658,0,1658,1021.64,636.36,Cash,Pending,Ross and Sons,kristine14@vega.com,45,No,0
ORD12479,30-07-2024,04-08-2024,CUST9471,Amber Higgins,Corporate,PROD69432,Sugar,Glocery,South,Virginia,Lake Lisa,8,3770,15,25636,15710.01,9925.99,Cash,returned,Vazquez Group,henrymartin@miller.info,11,No,0
